battery_power,clock_speed,fc,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,categorical__blue_0.0,categorical__blue_1.0,categorical__dual_sim_0.0,categorical__dual_sim_1.0,categorical__four_g_0.0,categorical__four_g_1.0,categorical__three_g_0.0,categorical__three_g_1.0,categorical__touch_screen_0.0,categorical__touch_screen_1.0,categorical__wifi_0.0,categorical__wifi_1.0,price_range
-0.9025972554689959,0.8307794171595057,-0.7637851132931738,-1.3823982786601352,0.33929533098393977,1.3506342875606563,-1.1009534883920282,-1.3085648251642845,-1.410272252498434,-1.1464137789097513,0.3916370826060221,-0.7846286983151614,0.2833358939482621,1.4624933239839086,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.49513856507006043,-1.253064196519815,-0.994745232220653,1.1563401762411032,0.686400528921474,-0.12076818778406273,-0.6635464608226884,-0.6473395471631301,0.5883024951736507,1.7052495121484277,0.46725079669794456,1.1154862060351614,-0.6350948806003995,-0.7342672077230512,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2
-1.5376864991634263,-1.253064196519815,-0.5328249943656946,0.49406057931034525,1.3806109247965428,0.13389762525636942,0.21126759431599093,-0.6473395471631301,1.3967655004466522,1.0756615128238947,0.44143147969094665,-0.3095999722275806,-0.8647025742375649,-0.36814045243855786,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2
-1.419318611449769,1.198516525455856,-0.994745232220653,-1.216828379427446,1.0335057268590084,-0.2622491950287472,0.6486746218853306,-0.1514205886622644,1.2906265025476826,1.237687836179473,0.5945031448038629,0.8779718429913711,0.5129435875854275,-0.002013697154064573,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2
1.3259058612938972,-0.3950109438283302,2.0077363138365767,0.6596304785430347,0.33929533098393977,0.020712819460621795,-1.1009534883920282,0.6751110088391785,1.2725602901393476,-0.09092801533626946,-0.6577337300355361,-1.0221430613589517,-0.8647025742375649,0.7302398134149221,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.4124054715461853,-1.253064196519815,-0.3018648754382154,-0.554548782496688,0.686400528921474,0.6715254527861706,-1.5383605159613678,-0.48203322766284157,0.8118718737267993,0.9321524835660966,-0.9749424818357963,1.1154862060351614,-1.0943102678747303,-0.18507707479631122,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1.3259058612938972,0.21788423666558757,-0.0709047565107362,-1.216828379427446,1.0335057268590084,-0.03587958343725201,1.52348867702401,0.01388573083802418,-0.5950344175723067,-0.5399723972074437,1.0103785723094365,0.16542875386000006,0.5129435875854275,1.279429946341662,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
1.6286544971769052,-1.253064196519815,-0.994745232220653,-0.444168849674895,1.0335057268590084,1.3223380861117193,-0.22613943325334876,-1.6391774641648618,-0.29920018938581733,-0.23675170635628998,-1.313359958320376,0.8779718429913711,-0.6350948806003995,-1.1003939630075446,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.47001498090283717,-1.253064196519815,-0.994745232220653,1.1563401762411032,0.686400528921474,0.9544874672755396,1.0860816494546703,0.6751110088391785,-0.5837430348170971,-0.9612408379319474,-0.9454346909706558,1.1154862060351614,-1.0943102678747303,1.6455567016261552,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
-1.6606069979429934,-1.1304851604210315,-0.5328249943656946,-1.2720183458383423,-1.3962306587037316,-1.3375048500883495,0.21126759431599093,0.8404173283394671,1.1122226550153724,-0.0631520741895989,-1.4857961111885407,1.590514932122742,0.9721589748597583,0.18104968048818207,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
-1.0687675593747072,1.6888326698509901,-0.994745232220653,-1.2720183458383423,-1.3962306587037316,1.180857078867035,0.21126759431599093,-1.4738711446645731,-0.8953851988608799,-0.8732836909674906,1.679836577562311,-1.7346861504903226,-0.8647025742375649,-0.7342672077230512,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3
0.6407378958744582,0.8307794171595057,0.160055362416743,0.05254084802317335,-0.007809866953594431,1.0393760716223504,1.52348867702401,1.3363362868403328,-1.1144380243119445,-0.5700630001163368,1.5691823618180343,0.4029431169037904,0.7425512812225928,0.3641130581304287,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3
1.3122480280961677,1.5662536337522064,-0.5328249943656946,0.05254084802317335,0.33929533098393977,0.5300444455414861,-0.22613943325334876,1.1710299673400444,-0.08466391703683647,-1.1649310730075315,-0.5922633190535057,1.3530005690789517,-1.3239179615118957,-1.6495840959342845,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
-0.991373171254239,0.7082003810607219,0.6219756002717014,-0.8304986145511705,1.727716122734077,1.6335963020500253,-0.22613943325334876,0.17919205033831276,-0.678590649960857,0.4368148664504714,0.5124346014601909,-1.259657424402742,-1.0943102678747303,-1.2834573406497911,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2
1.42833961027687,-1.253064196519815,2.0077363138365767,1.1011502098302066,0.686400528921474,1.2657456832138456,-1.5383605159613678,1.1710299673400444,-0.6514913313483542,-1.593143499018703,-1.6148926962235304,0.4029431169037904,0.7425512812225928,-1.4665207182920377,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0
-1.0551097261769775,-0.6401690160258973,-0.3018648754382154,0.7700104113648277,0.686400528921474,0.5300444455414861,-1.1009534883920282,1.0057236478397558,0.4911966034788489,1.4182314536328318,-1.4350795956390807,1.1154862060351614,2.120197443045585,-0.002013697154064573,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
-0.9117024776008158,-1.253064196519815,-0.7637851132931738,-1.0512584801947564,-1.3962306587037316,1.5770038991521516,1.52348867702401,-0.9779521861637074,0.7667063427059612,1.385826188961716,1.3183661394643402,-0.547114335271371,0.7425512812225928,1.4624933239839086,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
-1.4648447221088678,-0.7627480521246808,0.6219756002717014,-0.4993588160857915,-1.3962306587037316,-0.5452112095181163,-0.6635464608226884,1.1710299673400444,-0.45953782450979247,-1.0214220437497337,1.500945595442397,-0.547114335271371,-0.8647025742375649,1.279429946341662,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3
-0.24474495644501626,-1.253064196519815,1.5458160759816182,0.9355803105975171,0.33929533098393977,-1.1111352384968542,0.21126759431599093,1.3363362868403328,0.0305081870663006,-0.8640250439186004,-0.26675550107242485,1.590514932122742,1.6609820557712545,0.9133031910571687,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
-1.2668061407417874,-1.253064196519815,-0.0709047565107362,-0.7201186817293774,1.727716122734077,-0.5452112095181163,-0.22613943325334876,0.17919205033831276,0.581527665520525,-0.43349795614520653,0.19614796812446642,-0.3095999722275806,-1.0943102678747303,1.279429946341662,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
